ASSERTION	AAMDAAMFAAAAAAAAAFlA
ASSERTION	AAMEAAEEAAAAAAAAwFdABgAAAAAAAECfQA==
ASSERTION	AAMEAAECBgAAAAAAAHCHQA==
RUN	uk.gov.dhsc.htbhf.ClaimSimulation	claimsimulation	1569814050109	Web-UI performance tests	3.0.3
USER	Full scenarios	76	START	1569814057234	1569814057234
REQUEST	28		send_children_dob	1569814057225	1569814057238	OK	 
USER	Scottish Scenario	70	START	1569814057244	1569814057244
REQUEST	28		send_children_dob Redirect 1	1569814057238	1569814057253	OK	 
REQUEST	76		scotland-no	1569814057235	1569814057255	OK	 
REQUEST	70		scotland-yes	1569814057245	1569814057265	OK	 
REQUEST	76		send_do_you_live_in_scotland_no	1569814057256	1569814057278	OK	 
REQUEST	40		send_do_you_have_children	1569814057265	1569814057295	OK	 
REQUEST	76		send_do_you_live_in_scotland_no Redirect 1	1569814057278	1569814057298	OK	 
REQUEST	46		send_do_you_live_in_scotland_yes	1569814057285	1569814057306	OK	 
REQUEST	46		send_do_you_live_in_scotland_yes Redirect 1	1569814057307	1569814057327	OK	 
REQUEST	40		send_do_you_have_children Redirect 1	1569814057296	1569814057335	OK	 
REQUEST	50		send_do_you_live_in_scotland_yes	1569814057325	1569814057337	OK	 
REQUEST	50		send_do_you_live_in_scotland_yes Redirect 1	1569814057337	1569814057352	OK	 
USER	Scottish Scenario	37	END	1569814054744	1569814057374
REQUEST	21		send_children_dob	1569814057355	1569814057390	OK	 
REQUEST	32		send_do_you_have_children	1569814057385	1569814057401	OK	 
USER	Full scenarios	77	START	1569814057404	1569814057404
USER	Scottish Scenario	71	START	1569814057404	1569814057404
REQUEST	21		send_children_dob Redirect 1	1569814057391	1569814057411	OK	 
REQUEST	32		send_do_you_have_children Redirect 1	1569814057401	1569814057427	OK	 
REQUEST	71		scotland-yes	1569814057405	1569814057434	OK	 
REQUEST	14		send_are_you_pregnant	1569814057414	1569814057435	OK	 
REQUEST	77		scotland-no	1569814057405	1569814057439	OK	 
REQUEST	77		send_do_you_live_in_scotland_no	1569814057440	1569814057453	OK	 
REQUEST	14		send_are_you_pregnant Redirect 1	1569814057436	1569814057460	OK	 
REQUEST	15		send_are_you_pregnant	1569814057456	1569814057473	OK	 
REQUEST	77		send_do_you_live_in_scotland_no Redirect 1	1569814057456	1569814057475	OK	 
REQUEST	15		send_are_you_pregnant Redirect 1	1569814057474	1569814057499	OK	 
REQUEST	12		send_are_you_pregnant	1569814057515	1569814057534	OK	 
REQUEST	16		send_are_you_pregnant	1569814057524	1569814057544	OK	 
REQUEST	49		send_do_you_live_in_scotland_yes	1569814057535	1569814057547	OK	 
REQUEST	16		send_are_you_pregnant Redirect 1	1569814057544	1569814057561	OK	 
REQUEST	12		send_are_you_pregnant Redirect 1	1569814057534	1569814057563	OK	 
REQUEST	49		send_do_you_live_in_scotland_yes Redirect 1	1569814057548	1569814057567	OK	 
REQUEST	39		send_do_you_have_children	1569814057545	1569814057568	OK	 
USER	Full scenarios	78	START	1569814057574	1569814057574
USER	Scottish Scenario	72	START	1569814057574	1569814057574
REQUEST	39		send_do_you_have_children Redirect 1	1569814057569	1569814057590	OK	 
REQUEST	72		scotland-yes	1569814057576	1569814057595	OK	 
REQUEST	78		scotland-no	1569814057576	1569814057603	OK	 
REQUEST	44		send_do_you_have_children	1569814057585	1569814057604	OK	 
USER	Scottish Scenario	35	END	1569814054404	1569814057614
REQUEST	44		send_do_you_have_children Redirect 1	1569814057605	1569814057628	OK	 
REQUEST	78		send_do_you_live_in_scotland_no	1569814057604	1569814057629	OK	 
REQUEST	78		send_do_you_live_in_scotland_no Redirect 1	1569814057629	1569814057646	OK	 
USER	Full scenarios	79	START	1569814057734	1569814057734
USER	Scottish Scenario	73	START	1569814057744	1569814057744
REQUEST	79		scotland-no	1569814057735	1569814057760	OK	 
REQUEST	73		scotland-yes	1569814057744	1569814057770	OK	 
REQUEST	79		send_do_you_live_in_scotland_no	1569814057761	1569814057783	OK	 
REQUEST	30		send_children_dob	1569814057764	1569814057784	OK	 
REQUEST	31		send_children_dob	1569814057774	1569814057793	OK	 
REQUEST	79		send_do_you_live_in_scotland_no Redirect 1	1569814057783	1569814057801	OK	 
REQUEST	30		send_children_dob Redirect 1	1569814057785	1569814057805	OK	 
REQUEST	31		send_children_dob Redirect 1	1569814057793	1569814057815	OK	 
REQUEST	29		send_children_dob	1569814057804	1569814057821	OK	 
REQUEST	60		send_do_you_live_in_scotland_yes	1569814057815	1569814057833	OK	 
REQUEST	57		send_do_you_live_in_scotland_yes	1569814057825	1569814057844	OK	 
REQUEST	29		send_children_dob Redirect 1	1569814057821	1569814057844	OK	 
REQUEST	60		send_do_you_live_in_scotland_yes Redirect 1	1569814057833	1569814057849	OK	 
REQUEST	57		send_do_you_live_in_scotland_yes Redirect 1	1569814057845	1569814057862	OK	 
REQUEST	56		send_dob	1569814057884	1569814057900	OK	 
USER	Scottish Scenario	74	START	1569814057904	1569814057904
REQUEST	54		send_do_you_have_children	1569814057885	1569814057906	OK	 
REQUEST	13		send_name	1569814057895	1569814057906	OK	 
USER	Full scenarios	80	START	1569814057904	1569814057904
REQUEST	54		send_do_you_have_children Redirect 1	1569814057907	1569814057922	OK	 
REQUEST	56		send_dob Redirect 1	1569814057901	1569814057923	OK	 
REQUEST	13		send_name Redirect 1	1569814057907	1569814057924	OK	 
USER	Scottish Scenario	45	END	1569814055074	1569814057925
REQUEST	58		send_do_you_live_in_scotland_yes	1569814057894	1569814057926	OK	 
REQUEST	80		scotland-no	1569814057905	1569814057928	OK	 
REQUEST	74		scotland-yes	1569814057905	1569814057934	OK	 
REQUEST	58		send_do_you_live_in_scotland_yes Redirect 1	1569814057927	1569814057948	OK	 
REQUEST	80		send_do_you_live_in_scotland_no	1569814057930	1569814057953	OK	 
REQUEST	80		send_do_you_live_in_scotland_no Redirect 1	1569814057953	1569814057970	OK	 
USER	Scottish Scenario	33	END	1569814054075	1569814058005
USER	Full scenarios	87	START	1569814058065	1569814058065
USER	Scottish Scenario	81	START	1569814058065	1569814058065
REQUEST	59		send_do_you_live_in_scotland_yes	1569814058065	1569814058084	OK	 
REQUEST	87		scotland-no	1569814058066	1569814058088	OK	 
REQUEST	81		scotland-yes	1569814058066	1569814058094	OK	 
REQUEST	59		send_do_you_live_in_scotland_yes Redirect 1	1569814058084	1569814058103	OK	 
REQUEST	87		send_do_you_live_in_scotland_no	1569814058089	1569814058105	OK	 
REQUEST	63		send_dob	1569814058095	1569814058111	OK	 
REQUEST	87		send_do_you_live_in_scotland_no Redirect 1	1569814058106	1569814058119	OK	 
REQUEST	63		send_dob Redirect 1	1569814058111	1569814058125	OK	 
REQUEST	43		send_children_dob	1569814058135	1569814058153	OK	 
REQUEST	68		send_dob	1569814058145	1569814058164	OK	 
REQUEST	43		send_children_dob Redirect 1	1569814058153	1569814058174	OK	 
REQUEST	64		send_dob	1569814058164	1569814058185	OK	 
REQUEST	68		send_dob Redirect 1	1569814058165	1569814058186	OK	 
REQUEST	65		send_dob	1569814058174	1569814058195	OK	 
REQUEST	64		send_dob Redirect 1	1569814058186	1569814058203	OK	 
REQUEST	65		send_dob Redirect 1	1569814058195	1569814058217	OK	 
REQUEST	20		send_are_you_pregnant	1569814058205	1569814058228	OK	 
USER	Full scenarios	88	START	1569814058234	1569814058234
USER	Scottish Scenario	82	START	1569814058234	1569814058234
REQUEST	20		send_are_you_pregnant Redirect 1	1569814058228	1569814058252	OK	 
REQUEST	82		scotland-yes	1569814058235	1569814058259	OK	 
REQUEST	88		scotland-no	1569814058235	1569814058263	OK	 
REQUEST	52		send_do_you_have_children	1569814058254	1569814058270	OK	 
REQUEST	88		send_do_you_live_in_scotland_no	1569814058264	1569814058279	OK	 
REQUEST	52		send_do_you_have_children Redirect 1	1569814058271	1569814058294	OK	 
REQUEST	88		send_do_you_live_in_scotland_no Redirect 1	1569814058280	1569814058297	OK	 
REQUEST	51		send_do_you_have_children	1569814058294	1569814058312	OK	 
REQUEST	51		send_do_you_have_children Redirect 1	1569814058313	1569814058336	OK	 
REQUEST	61		send_do_you_live_in_scotland_yes	1569814058325	1569814058339	OK	 
REQUEST	61		send_do_you_live_in_scotland_yes Redirect 1	1569814058340	1569814058353	OK	 
USER	Scottish Scenario	48	END	1569814055574	1569814058355
USER	Scottish Scenario	47	END	1569814055404	1569814058394
USER	Scottish Scenario	38	END	1569814054905	1569814058394
USER	Scottish Scenario	83	START	1569814058404	1569814058404
USER	Full scenarios	89	START	1569814058404	1569814058404
REQUEST	83		scotland-yes	1569814058405	1569814058427	OK	 
REQUEST	89		scotland-no	1569814058405	1569814058432	OK	 
REQUEST	89		send_do_you_live_in_scotland_no	1569814058433	1569814058446	OK	 
USER	Scottish Scenario	36	END	1569814054574	1569814058455
REQUEST	89		send_do_you_live_in_scotland_no Redirect 1	1569814058446	1569814058468	OK	 
REQUEST	19		send_are_you_pregnant	1569814058474	1569814058494	OK	 
REQUEST	53		send_do_you_have_children	1569814058494	1569814058509	OK	 
REQUEST	19		send_are_you_pregnant Redirect 1	1569814058495	1569814058509	OK	 
REQUEST	42		send_do_you_have_children	1569814058484	1569814058509	OK	 
REQUEST	53		send_do_you_have_children Redirect 1	1569814058510	1569814058526	OK	 
REQUEST	42		send_do_you_have_children Redirect 1	1569814058510	1569814058528	OK	 
USER	Scottish Scenario	84	START	1569814058564	1569814058564
USER	Full scenarios	90	START	1569814058565	1569814058565
REQUEST	55		send_do_you_have_children	1569814058566	1569814058578	OK	 
REQUEST	84		scotland-yes	1569814058566	1569814058599	OK	 
REQUEST	55		send_do_you_have_children Redirect 1	1569814058579	1569814058601	OK	 
REQUEST	62		send_do_you_live_in_scotland_yes	1569814058585	1569814058602	OK	 
REQUEST	90		scotland-no	1569814058567	1569814058607	OK	 
REQUEST	32		send_children_dob	1569814058594	1569814058612	OK	 
REQUEST	62		send_do_you_live_in_scotland_yes Redirect 1	1569814058602	1569814058623	OK	 
REQUEST	90		send_do_you_live_in_scotland_no	1569814058609	1569814058628	OK	 
REQUEST	41		send_children_dob	1569814058614	1569814058636	OK	 
REQUEST	22		send_children_dob	1569814058624	1569814058645	OK	 
REQUEST	66		send_dob	1569814058634	1569814058650	OK	 
REQUEST	32		send_children_dob Redirect 1	1569814058613	1569814058653	OK	 
REQUEST	90		send_do_you_live_in_scotland_no Redirect 1	1569814058629	1569814058658	OK	 
REQUEST	22		send_children_dob Redirect 1	1569814058646	1569814058666	OK	 
REQUEST	41		send_children_dob Redirect 1	1569814058637	1569814058669	OK	 
REQUEST	66		send_dob Redirect 1	1569814058651	1569814058671	OK	 
REQUEST	69		send_do_you_live_in_scotland_yes	1569814058675	1569814058703	OK	 
REQUEST	69		send_do_you_live_in_scotland_yes Redirect 1	1569814058704	1569814058717	OK	 
REQUEST	28		send_are_you_pregnant	1569814058705	1569814058724	OK	 
REQUEST	15		send_name	1569814058704	1569814058729	OK	 
USER	Scottish Scenario	85	START	1569814058734	1569814058734
USER	Full scenarios	91	START	1569814058734	1569814058734
REQUEST	15		send_name Redirect 1	1569814058729	1569814058748	OK	 
REQUEST	28		send_are_you_pregnant Redirect 1	1569814058724	1569814058751	OK	 
REQUEST	91		scotland-no	1569814058736	1569814058757	OK	 
REQUEST	85		scotland-yes	1569814058735	1569814058760	OK	 
REQUEST	40		send_children_dob	1569814058765	1569814058778	OK	 
REQUEST	91		send_do_you_live_in_scotland_no	1569814058759	1569814058781	OK	 
REQUEST	17		send_are_you_pregnant	1569814058765	1569814058781	OK	 
REQUEST	16		send_name	1569814058775	1569814058795	OK	 
REQUEST	40		send_children_dob Redirect 1	1569814058779	1569814058798	OK	 
REQUEST	17		send_are_you_pregnant Redirect 1	1569814058781	1569814058799	OK	 
REQUEST	91		send_do_you_live_in_scotland_no Redirect 1	1569814058781	1569814058807	OK	 
REQUEST	67		send_dob	1569814058794	1569814058810	OK	 
REQUEST	16		send_name Redirect 1	1569814058796	1569814058814	OK	 
REQUEST	67		send_dob Redirect 1	1569814058811	1569814058830	OK	 
USER	Scottish Scenario	46	END	1569814055244	1569814058844
REQUEST	72		send_do_you_live_in_scotland_yes	1569814058835	1569814058853	OK	 
REQUEST	72		send_do_you_live_in_scotland_yes Redirect 1	1569814058854	1569814058875	OK	 
REQUEST	14		send_name	1569814058855	1569814058876	OK	 
REQUEST	79		send_dob	1569814058865	1569814058878	OK	 
REQUEST	14		send_name Redirect 1	1569814058877	1569814058892	OK	 
REQUEST	79		send_dob Redirect 1	1569814058878	1569814058892	OK	 
USER	Full scenarios	92	START	1569814058904	1569814058904
USER	Scottish Scenario	86	START	1569814058904	1569814058904
REQUEST	75		send_dob	1569814058905	1569814058928	OK	 
REQUEST	86		scotland-yes	1569814058905	1569814058931	OK	 
REQUEST	92		scotland-no	1569814058905	1569814058932	OK	 
REQUEST	18		send_are_you_pregnant	1569814058924	1569814058943	OK	 
REQUEST	75		send_dob Redirect 1	1569814058929	1569814058945	OK	 
REQUEST	92		send_do_you_live_in_scotland_no	1569814058933	1569814058948	OK	 
REQUEST	18		send_are_you_pregnant Redirect 1	1569814058943	1569814058962	OK	 
REQUEST	92		send_do_you_live_in_scotland_no Redirect 1	1569814058949	1569814058970	OK	 
REQUEST	21		send_are_you_pregnant	1569814059024	1569814059041	OK	 
REQUEST	21		send_are_you_pregnant Redirect 1	1569814059042	1569814059061	OK	 
USER	Full scenarios	99	START	1569814059074	1569814059074
USER	Scottish Scenario	93	START	1569814059074	1569814059074
REQUEST	30		send_are_you_pregnant	1569814059065	1569814059082	OK	 
REQUEST	30		send_are_you_pregnant Redirect 1	1569814059082	1569814059099	OK	 
REQUEST	93		scotland-yes	1569814059075	1569814059101	OK	 
REQUEST	99		scotland-no	1569814059075	1569814059108	OK	 
REQUEST	29		send_are_you_pregnant	1569814059085	1569814059110	OK	 
REQUEST	56		send_do_you_have_children	1569814059095	1569814059112	OK	 
REQUEST	99		send_do_you_live_in_scotland_no	1569814059109	1569814059128	OK	 
REQUEST	74		send_do_you_live_in_scotland_yes	1569814059115	1569814059131	OK	 
REQUEST	29		send_are_you_pregnant Redirect 1	1569814059111	1569814059140	OK	 
REQUEST	56		send_do_you_have_children Redirect 1	1569814059112	1569814059144	OK	 
REQUEST	74		send_do_you_live_in_scotland_yes Redirect 1	1569814059131	1569814059146	OK	 
REQUEST	99		send_do_you_live_in_scotland_no Redirect 1	1569814059128	1569814059150	OK	 
REQUEST	70		send_do_you_live_in_scotland_yes	1569814059174	1569814059196	OK	 
REQUEST	44		send_children_dob	1569814059174	1569814059196	OK	 
REQUEST	12		send_name	1569814059185	1569814059201	OK	 
REQUEST	71		send_do_you_live_in_scotland_yes	1569814059185	1569814059217	OK	 
REQUEST	44		send_children_dob Redirect 1	1569814059197	1569814059218	OK	 
REQUEST	70		send_do_you_live_in_scotland_yes Redirect 1	1569814059197	1569814059222	OK	 
REQUEST	12		send_name Redirect 1	1569814059201	1569814059229	OK	 
REQUEST	71		send_do_you_live_in_scotland_yes Redirect 1	1569814059218	1569814059233	OK	 
REQUEST	54		send_children_dob	1569814059215	1569814059233	OK	 
USER	Scottish Scenario	94	START	1569814059245	1569814059245
USER	Full scenarios	100	START	1569814059245	1569814059245
REQUEST	54		send_children_dob Redirect 1	1569814059234	1569814059252	OK	 
USER	Scottish Scenario	50	END	1569814055904	1569814059264
REQUEST	100		scotland-no	1569814059245	1569814059269	OK	 
REQUEST	94		scotland-yes	1569814059245	1569814059274	OK	 
REQUEST	80		send_dob	1569814059264	1569814059279	OK	 
REQUEST	100		send_do_you_live_in_scotland_no	1569814059270	1569814059290	OK	 
REQUEST	80		send_dob Redirect 1	1569814059280	1569814059303	OK	 
REQUEST	76		send_dob	1569814059274	1569814059305	OK	 
REQUEST	100		send_do_you_live_in_scotland_no Redirect 1	1569814059290	1569814059308	OK	 
REQUEST	76		send_dob Redirect 1	1569814059305	1569814059319	OK	 
REQUEST	77		send_dob	1569814059314	1569814059333	OK	 
REQUEST	77		send_dob Redirect 1	1569814059334	1569814059348	OK	 
REQUEST	39		send_children_dob	1569814059345	1569814059362	OK	 
REQUEST	39		send_children_dob Redirect 1	1569814059362	1569814059390	OK	 
REQUEST	51		send_children_dob	1569814059374	1569814059392	OK	 
REQUEST	31		send_are_you_pregnant	1569814059365	1569814059397	OK	 
USER	Full scenarios	101	START	1569814059404	1569814059404
USER	Scottish Scenario	95	START	1569814059404	1569814059404
REQUEST	51		send_children_dob Redirect 1	1569814059392	1569814059406	OK	 
REQUEST	82		send_do_you_live_in_scotland_yes	1569814059397	1569814059422	OK	 
REQUEST	31		send_are_you_pregnant Redirect 1	1569814059397	1569814059425	OK	 
REQUEST	101		scotland-no	1569814059404	1569814059431	OK	 
REQUEST	82		send_do_you_live_in_scotland_yes Redirect 1	1569814059423	1569814059443	OK	 
REQUEST	95		scotland-yes	1569814059405	1569814059451	OK	 
REQUEST	101		send_do_you_live_in_scotland_no	1569814059433	1569814059453	OK	 
USER	Scottish Scenario	58	END	1569814056245	1569814059464
REQUEST	101		send_do_you_live_in_scotland_no Redirect 1	1569814059454	1569814059470	OK	 
USER	Scottish Scenario	49	END	1569814055745	1569814059505
REQUEST	87		send_dob	1569814059495	1569814059511	OK	 
REQUEST	87		send_dob Redirect 1	1569814059512	1569814059529	OK	 
REQUEST	64		send_do_you_have_children	1569814059515	1569814059536	OK	 
REQUEST	65		send_do_you_have_children	1569814059515	1569814059540	OK	 
REQUEST	64		send_do_you_have_children Redirect 1	1569814059536	1569814059550	OK	 
REQUEST	65		send_do_you_have_children Redirect 1	1569814059541	1569814059554	OK	 
USER	Scottish Scenario	96	START	1569814059574	1569814059574
USER	Full scenarios	102	START	1569814059574	1569814059574
REQUEST	63		send_do_you_have_children	1569814059564	1569814059586	OK	 
USER	Scottish Scenario	61	END	1569814056744	1569814059604
REQUEST	42		send_children_dob	1569814059574	1569814059608	OK	 
REQUEST	96		scotland-yes	1569814059580	1569814059609	OK	 
REQUEST	63		send_do_you_have_children Redirect 1	1569814059587	1569814059616	OK	 
REQUEST	102		scotland-no	1569814059580	1569814059616	OK	 
REQUEST	88		send_dob	1569814059594	1569814059628	OK	 
REQUEST	42		send_children_dob Redirect 1	1569814059609	1569814059628	OK	 
REQUEST	102		send_do_you_live_in_scotland_no	1569814059618	1569814059630	OK	 
USER	Scottish Scenario	59	END	1569814056404	1569814059634
REQUEST	102		send_do_you_live_in_scotland_no Redirect 1	1569814059630	1569814059644	OK	 
REQUEST	88		send_dob Redirect 1	1569814059628	1569814059647	OK	 
REQUEST	78		send_dob	1569814059655	1569814059676	OK	 
REQUEST	78		send_dob Redirect 1	1569814059677	1569814059698	OK	 
REQUEST	53		send_children_dob	1569814059677	1569814059709	OK	 
REQUEST	73		send_do_you_live_in_scotland_yes	1569814059685	1569814059710	OK	 
REQUEST	53		send_children_dob Redirect 1	1569814059710	1569814059733	OK	 
REQUEST	73		send_do_you_live_in_scotland_yes Redirect 1	1569814059710	1569814059734	OK	 
USER	Full scenarios	103	START	1569814059745	1569814059745
USER	Scottish Scenario	97	START	1569814059745	1569814059745
USER	Scottish Scenario	57	END	1569814056075	1569814059777
REQUEST	97		scotland-yes	1569814059746	1569814059776	OK	 
REQUEST	103		scotland-no	1569814059745	1569814059777	OK	 
REQUEST	32		send_are_you_pregnant	1569814059764	1569814059783	OK	 
REQUEST	103		send_do_you_live_in_scotland_no	1569814059781	1569814059796	OK	 
REQUEST	32		send_are_you_pregnant Redirect 1	1569814059784	1569814059805	OK	 
REQUEST	43		send_are_you_pregnant	1569814059785	1569814059806	OK	 
USER	Scottish Scenario	60	END	1569814056575	1569814059814
